crop_id,soil_type,seedling_stage,moi,temp,humidity,result
wheat,black soil,germination,64,44,28.7,0
wheat,black soil,germination,65,45,26.0,0
wheat,black soil,germination,66,46,23.3,0
wheat,black soil,germination,67,25,80.0,0
wheat,black soil,germination,68,26,78.0,0
wheat,black soil,germination,69,27,76.0,0
wheat,black soil,germination,70,28,74.0,0
wheat,black soil,germination,71,29,72.0,0
wheat,black soil,germination,72,30,70.0,0
wheat,black soil,germination,73,31,68.0,0
wheat,black soil,germination,74,32,66.0,0
wheat,black soil,germination,75,33,64.0,0
wheat,black soil,germination,76,34,62.0,0
wheat,black soil,germination,77,35,60.0,0
wheat,black soil,germination,78,36,58.0,0
wheat,black soil,germination,79,37,56.0,0
wheat,black soil,germination,80,38,54.0,0
wheat,black soil,germination,81,39,52.0,0
wheat,black soil,germination,82,40,50.0,0
wheat,black soil,germination,83,41,48.0,0
wheat,black soil,germination,84,42,46.0,0
wheat,black soil,germination,85,43,44.0,0
wheat,black soil,germination,86,44,42.0,0
wheat,black soil,germination,87,45,40.0,0
wheat,black soil,germination,88,46,38.0,0
wheat,black soil,germination,89,25,80.0,0
wheat,black soil,germination,90,26,78.0,0
wheat,black soil,germination,91,27,76.0,0
wheat,black soil,germination,92,28,74.0,0
wheat,black soil,germination,93,29,72.0,0
wheat,black soil,germination,94,30,70.0,0
wheat,black soil,germination,95,31,68.0,0
wheat,black soil,germination,96,32,66.0,0
wheat,black soil,germination,97,33,64.0,0
wheat,black soil,germination,98,34,62.0,0
wheat,black soil,germination,99,35,60.0,0
wheat,black soil,germination,100,36,58.0,0
wheat,black soil,seedling stage,1,37,56.0,1
wheat,black soil,seedling stage,2,38,54.0,1
wheat,black soil,seedling stage,3,39,52.0,1
wheat,black soil,seedling stage,4,40,50.0,1
wheat,black soil,seedling stage,5,41,48.0,1
wheat,black soil,seedling stage,6,42,46.0,1
wheat,black soil,seedling stage,7,43,44.0,1
wheat,black soil,seedling stage,8,44,42.0,1
wheat,black soil,seedling stage,9,45,40.0,1
wheat,black soil,seedling stage,10,46,38.0,1
wheat,black soil,seedling stage,11,25,80.0,1
wheat,black soil,seedling stage,12,26,77.0,1
wheat,black soil,seedling stage,13,27,74.0,1
wheat,black soil,seedling stage,14,28,71.0,1
wheat,black soil,seedling stage,15,29,68.0,1
wheat,black soil,seedling stage,16,30,65.0,1
wheat,black soil,seedling stage,17,31,62.0,1
wheat,black soil,seedling stage,18,32,59.0,1
wheat,black soil,seedling stage,19,33,56.0,1
wheat,black soil,seedling stage,20,34,53.0,1
wheat,black soil,seedling stage,21,35,50.0,1
wheat,black soil,seedling stage,22,36,47.0,1
wheat,black soil,seedling stage,23,37,44.0,1
wheat,black soil,seedling stage,24,38,41.0,1
wheat,black soil,seedling stage,25,39,38.0,1
wheat,black soil,seedling stage,26,40,35.0,1
wheat,black soil,seedling stage,27,41,32.0,1
wheat,black soil,seedling stage,28,42,29.0,1
wheat,black soil,seedling stage,29,43,26.0,1
wheat,black soil,seedling stage,30,44,23.0,1
wheat,black soil,seedling stage,31,45,20.0,1
wheat,black soil,seedling stage,32,46,17.0,1
wheat,black soil,seedling stage,33,25,80.0,1
wheat,black soil,seedling stage,34,26,77.0,1
wheat,black soil,seedling stage,35,27,74.0,1
wheat,black soil,seedling stage,36,28,71.0,1
wheat,black soil,seedling stage,37,29,68.0,1
wheat,black soil,seedling stage,38,30,65.0,1
wheat,black soil,seedling stage,39,31,62.0,1
wheat,black soil,seedling stage,40,32,59.0,2
wheat,black soil,seedling stage,41,33,56.0,2
wheat,black soil,seedling stage,42,34,53.0,2
wheat,black soil,seedling stage,43,35,50.0,2
wheat,black soil,seedling stage,44,36,47.0,2
wheat,black soil,seedling stage,45,37,44.0,2
wheat,black soil,seedling stage,46,38,41.0,2
wheat,black soil,seedling stage,47,39,38.0,2
wheat,black soil,seedling stage,48,40,35.0,2
wheat,black soil,seedling stage,49,41,32.0,2
wheat,black soil,seedling stage,50,42,29.0,2
wheat,black soil,seedling stage,51,43,26.0,0
wheat,black soil,seedling stage,52,44,23.0,0
wheat,black soil,seedling stage,53,45,20.0,0
wheat,black soil,seedling stage,54,46,17.0,0
wheat,black soil,seedling stage,55,25,80.0,0
wheat,black soil,seedling stage,56,26,77.0,0
wheat,black soil,seedling stage,57,27,74.0,0
wheat,black soil,seedling stage,58,28,71.0,0
wheat,black soil,seedling stage,59,29,68.0,0
wheat,black soil,seedling stage,60,30,65.0,0
wheat,black soil,seedling stage,61,31,62.0,0
wheat,black soil,seedling stage,62,32,59.0,0
wheat,black soil,seedling stage,63,33,56.0,0
wheat,black soil,seedling stage,64,34,53.0,0
wheat,black soil,seedling stage,65,35,50.0,0
wheat,black soil,seedling stage,66,36,47.0,0
wheat,black soil,seedling stage,67,37,44.0,0
wheat,black soil,seedling stage,68,38,41.0,0
wheat,black soil,seedling stage,69,39,38.0,0
wheat,black soil,seedling stage,70,40,35.0,0
wheat,black soil,seedling stage,71,41,32.0,0
wheat,black soil,seedling stage,72,42,29.0,0
wheat,black soil,seedling stage,73,43,26.0,0
wheat,black soil,seedling stage,74,44,23.0,0
wheat,black soil,seedling stage,75,45,20.0,0
wheat,black soil,seedling stage,76,46,17.0,0
wheat,black soil,seedling stage,77,25,80.0,0
wheat,black soil,seedling stage,78,26,77.3,0
wheat,black soil,seedling stage,79,27,74.6,0
wheat,black soil,seedling stage,80,28,71.9,0
wheat,black soil,seedling stage,81,29,69.2,0
wheat,black soil,seedling stage,82,30,66.5,0
wheat,black soil,seedling stage,83,31,63.8,0
wheat,black soil,seedling stage,84,32,61.1,0
wheat,black soil,seedling stage,85,33,58.4,0
wheat,black soil,seedling stage,86,34,55.7,0
wheat,black soil,seedling stage,87,35,53.0,0
wheat,black soil,seedling stage,88,36,50.3,0
wheat,black soil,seedling stage,89,37,47.6,0
wheat,black soil,seedling stage,90,38,44.9,0
wheat,black soil,seedling stage,91,39,42.2,0
wheat,black soil,seedling stage,92,40,39.5,0
wheat,black soil,seedling stage,93,41,36.8,0
wheat,black soil,seedling stage,94,42,34.1,0
wheat,black soil,seedling stage,95,43,31.4,0
wheat,black soil,seedling stage,96,44,28.7,0
wheat,black soil,seedling stage,97,45,26.0,0
wheat,black soil,seedling stage,98,46,23.3,0
wheat,black soil,seedling stage,99,25,80.0,0
wheat,black soil,seedling stage,100,26,77.0,0
wheat,black soil,vegetative growth / root or tuber development,1,27,74.0,1
wheat,black soil,vegetative growth / root or tuber development,2,28,71.0,1
wheat,black soil,vegetative growth / root or tuber development,3,29,68.0,1
wheat,black soil,vegetative growth / root or tuber development,4,30,65.0,1
wheat,black soil,vegetative growth / root or tuber development,5,31,62.0,1
wheat,black soil,vegetative growth / root or tuber development,6,32,59.0,1
wheat,black soil,vegetative growth / root or tuber development,7,33,56.0,1
wheat,black soil,vegetative growth / root or tuber development,8,34,53.0,1
wheat,black soil,vegetative growth / root or tuber development,9,35,50.0,1
wheat,black soil,vegetative growth / root or tuber development,10,36,47.0,1
wheat,black soil,vegetative growth / root or tuber development,11,37,44.0,1
wheat,black soil,vegetative growth / root or tuber development,12,38,41.0,1
wheat,black soil,vegetative growth / root or tuber development,13,39,38.0,1
wheat,black soil,vegetative growth / root or tuber development,14,40,35.0,1
wheat,black soil,vegetative growth / root or tuber development,15,41,32.0,1
wheat,black soil,vegetative growth / root or tuber development,16,42,29.0,1
wheat,black soil,vegetative growth / root or tuber development,17,43,26.0,1
wheat,black soil,vegetative growth / root or tuber development,18,44,23.0,1
wheat,black soil,vegetative growth / root or tuber development,19,45,20.0,1
wheat,black soil,vegetative growth / root or tuber development,20,46,17.0,1
wheat,black soil,vegetative growth / root or tuber development,21,25,80.0,1
wheat,black soil,vegetative growth / root or tuber development,22,26,77.5,1
wheat,black soil,vegetative growth / root or tuber development,23,27,75.0,1
wheat,black soil,vegetative growth / root or tuber development,24,28,72.5,1
wheat,black soil,vegetative growth / root or tuber development,25,29,70.0,1
wheat,black soil,vegetative growth / root or tuber development,26,30,67.5,1
wheat,black soil,vegetative growth / root or tuber development,27,31,65.0,1
wheat,black soil,vegetative growth / root or tuber development,28,32,62.5,1
wheat,black soil,vegetative growth / root or tuber development,29,33,60.0,1
wheat,black soil,vegetative growth / root or tuber development,30,34,57.5,1
wheat,black soil,vegetative growth / root or tuber development,31,35,55.0,1
wheat,black soil,vegetative growth / root or tuber development,32,36,52.5,1
wheat,black soil,vegetative growth / root or tuber development,33,37,50.0,1
wheat,black soil,vegetative growth / root or tuber development,34,38,47.5,1
wheat,black soil,vegetative growth / root or tuber development,35,39,45.0,1
wheat,black soil,vegetative growth / root or tuber development,36,40,42.5,1
wheat,black soil,vegetative growth / root or tuber development,37,41,40.0,1
wheat,black soil,vegetative growth / root or tuber development,38,42,37.5,1
wheat,black soil,vegetative growth / root or tuber development,39,43,35.0,1
wheat,black soil,vegetative growth / root or tuber development,40,44,32.5,1
wheat,black soil,vegetative growth / root or tuber development,41,45,30.0,1
wheat,black soil,vegetative growth / root or tuber development,42,46,27.5,1
wheat,black soil,vegetative growth / root or tuber development,43,25,80.0,1
wheat,black soil,vegetative growth / root or tuber development,44,26,77.3,1
wheat,black soil,vegetative growth / root or tuber development,45,27,74.6,1
wheat,black soil,vegetative growth / root or tuber development,46,28,71.9,1
wheat,black soil,vegetative growth / root or tuber development,47,29,69.2,1
wheat,black soil,vegetative growth / root or tuber development,48,30,66.5,1
wheat,black soil,vegetative growth / root or tuber development,49,31,63.8,1
wheat,black soil,vegetative growth / root or tuber development,50,32,61.1,2
wheat,black soil,vegetative growth / root or tuber development,51,33,58.4,2
wheat,black soil,vegetative growth / root or tuber development,52,34,55.7,2
wheat,black soil,vegetative growth / root or tuber development,53,35,53.0,2
wheat,black soil,vegetative growth / root or tuber development,54,36,50.3,2
wheat,black soil,vegetative growth / root or tuber development,55,37,47.6,2
wheat,black soil,vegetative growth / root or tuber development,56,38,44.9,2
wheat,black soil,vegetative growth / root or tuber development,57,39,42.2,2
wheat,black soil,vegetative growth / root or tuber development,58,40,39.5,2
wheat,black soil,vegetative growth / root or tuber development,59,41,36.8,2
wheat,black soil,vegetative growth / root or tuber development,60,42,34.1,2
wheat,black soil,vegetative growth / root or tuber development,61,43,31.4,0
wheat,black soil,vegetative growth / root or tuber development,62,44,28.7,0
wheat,black soil,vegetative growth / root or tuber development,63,45,26.0,0
wheat,black soil,vegetative growth / root or tuber development,64,46,23.3,0
wheat,black soil,vegetative growth / root or tuber development,65,25,80.0,0
wheat,black soil,vegetative growth / root or tuber development,66,26,77.0,0
wheat,black soil,vegetative growth / root or tuber development,67,27,74.0,0
wheat,black soil,vegetative growth / root or tuber development,68,28,71.0,0
wheat,black soil,vegetative growth / root or tuber development,69,29,68.0,0
wheat,black soil,vegetative growth / root or tuber development,70,30,65.0,0
wheat,black soil,vegetative growth / root or tuber development,71,31,62.0,0
wheat,black soil,vegetative growth / root or tuber development,72,32,59.0,0
wheat,black soil,vegetative growth / root or tuber development,73,33,56.0,0
wheat,black soil,vegetative growth / root or tuber development,74,34,53.0,0
wheat,black soil,vegetative growth / root or tuber development,75,35,50.0,0
wheat,black soil,vegetative growth / root or tuber development,76,36,47.0,0
wheat,black soil,vegetative growth / root or tuber development,77,37,44.0,0
wheat,black soil,vegetative growth / root or tuber development,78,38,41.0,0
wheat,black soil,vegetative growth / root or tuber development,79,39,38.0,0
wheat,black soil,vegetative growth / root or tuber development,80,40,35.0,0
wheat,black soil,vegetative growth / root or tuber development,81,41,32.0,0
wheat,black soil,vegetative growth / root or tuber development,82,42,29.0,0
wheat,black soil,vegetative growth / root or tuber development,83,43,26.0,0
wheat,black soil,vegetative growth / root or tuber development,84,44,23.0,0
wheat,black soil,vegetative growth / root or tuber development,85,45,20.0,0
wheat,black soil,vegetative growth / root or tuber development,86,46,17.0,0
wheat,black soil,vegetative growth / root or tuber development,87,25,80.0,0
wheat,black soil,vegetative growth / root or tuber development,88,26,77.0,0
wheat,black soil,vegetative growth / root or tuber development,89,27,74.0,0
wheat,black soil,vegetative growth / root or tuber development,90,28,71.0,0
wheat,black soil,vegetative growth / root or tuber development,91,29,68.0,0
wheat,black soil,vegetative growth / root or tuber development,92,30,65.0,0
wheat,black soil,vegetative growth / root or tuber development,93,31,62.0,0
wheat,black soil,vegetative growth / root or tuber development,94,32,59.0,0
wheat,black soil,vegetative growth / root or tuber development,95,33,56.0,0
wheat,black soil,vegetative growth / root or tuber development,96,34,53.0,0
wheat,black soil,vegetative growth / root or tuber development,97,35,50.0,0
wheat,black soil,vegetative growth / root or tuber development,98,36,47.0,0
wheat,black soil,vegetative growth / root or tuber development,99,37,44.0,0
wheat,black soil,vegetative growth / root or tuber development,100,38,41.0,0
wheat,black soil,flowering,1,39,38.0,1
wheat,black soil,flowering,2,40,35.0,1
wheat,black soil,flowering,3,41,32.0,1
wheat,black soil,flowering,4,42,29.0,1
wheat,black soil,flowering,5,43,26.0,1
wheat,black soil,flowering,6,44,23.0,1
wheat,black soil,flowering,7,45,20.0,1
wheat,black soil,flowering,8,46,17.0,1
wheat,black soil,flowering,9,25,80.0,1
wheat,black soil,flowering,10,26,77.0,1
wheat,black soil,flowering,11,27,74.0,1
wheat,black soil,flowering,12,28,71.0,1
wheat,black soil,flowering,13,29,68.0,1
wheat,black soil,flowering,14,30,65.0,1
wheat,black soil,flowering,15,31,62.0,1
wheat,black soil,flowering,16,32,59.0,1
wheat,black soil,flowering,17,33,56.0,1
wheat,black soil,flowering,18,34,53.0,1
wheat,black soil,flowering,19,35,50.0,1
wheat,black soil,flowering,20,36,47.0,1
wheat,black soil,flowering,21,37,44.0,1
wheat,black soil,flowering,22,38,41.0,1
wheat,black soil,flowering,23,39,38.0,1
wheat,black soil,flowering,24,40,35.0,1
wheat,black soil,flowering,25,41,32.0,1
wheat,black soil,flowering,26,42,29.0,1
wheat,black soil,flowering,27,43,26.0,1
wheat,black soil,flowering,28,44,23.0,1
wheat,black soil,flowering,29,45,20.0,1
wheat,black soil,flowering,30,46,17.0,1
wheat,black soil,flowering,31,25,80.0,1
wheat,black soil,flowering,32,26,77.0,1
wheat,black soil,flowering,33,27,74.0,1
wheat,black soil,flowering,34,28,71.0,1
wheat,black soil,flowering,35,29,68.0,1
wheat,black soil,flowering,36,30,65.0,1
wheat,black soil,flowering,37,31,62.0,1
wheat,black soil,flowering,38,32,59.0,1
wheat,black soil,flowering,39,33,56.0,1
wheat,black soil,flowering,40,34,53.0,1
wheat,black soil,flowering,41,35,50.0,1
wheat,black soil,flowering,42,36,47.0,1
wheat,black soil,flowering,43,37,44.0,1
wheat,black soil,flowering,44,38,41.0,1
wheat,black soil,flowering,45,39,38.0,1
wheat,black soil,flowering,46,40,35.0,1
wheat,black soil,flowering,47,41,32.0,1
wheat,black soil,flowering,48,42,29.0,1
wheat,black soil,flowering,49,43,26.0,1
wheat,black soil,flowering,50,44,23.0,1
wheat,black soil,flowering,51,45,20.0,1
wheat,black soil,flowering,52,46,17.0,1
wheat,black soil,flowering,53,25,80.0,1
wheat,black soil,flowering,54,26,77.0,1
wheat,black soil,flowering,55,27,74.0,1
wheat,black soil,flowering,56,28,71.0,1
wheat,black soil,flowering,57,29,68.0,1
wheat,black soil,flowering,58,30,65.0,1
wheat,black soil,flowering,59,31,62.0,1
wheat,black soil,flowering,60,32,59.0,2
wheat,black soil,flowering,61,33,56.0,2
wheat,black soil,flowering,62,34,53.0,2
wheat,black soil,flowering,63,35,50.0,2
wheat,black soil,flowering,64,36,47.0,2
wheat,black soil,flowering,65,37,44.0,2
wheat,black soil,flowering,66,38,41.0,2
wheat,black soil,flowering,67,39,38.0,2
wheat,black soil,flowering,68,40,35.0,2
wheat,black soil,flowering,69,41,32.0,2
wheat,black soil,flowering,70,42,29.0,2
wheat,black soil,flowering,71,43,26.0,0
wheat,black soil,flowering,72,44,23.0,0
wheat,black soil,flowering,73,45,20.0,0
wheat,black soil,flowering,74,46,17.0,0
wheat,black soil,flowering,75,25,80.0,0
wheat,black soil,flowering,76,26,77.0,0
wheat,black soil,flowering,77,27,74.0,0
wheat,black soil,flowering,78,28,71.0,0
wheat,black soil,flowering,79,29,68.0,0
wheat,black soil,flowering,80,30,65.0,0
wheat,black soil,flowering,81,31,62.0,0
wheat,black soil,flowering,82,32,59.0,0
wheat,black soil,flowering,83,33,56.0,0
wheat,black soil,flowering,84,34,53.0,0
wheat,black soil,flowering,85,35,50.0,0
wheat,black soil,flowering,86,36,47.0,0
wheat,black soil,flowering,87,37,44.0,0
wheat,black soil,flowering,88,38,41.0,0
wheat,black soil,flowering,89,39,38.0,0
wheat,black soil,flowering,90,40,35.0,0
wheat,black soil,flowering,91,41,32.0,0
wheat,black soil,flowering,92,42,29.0,0
wheat,black soil,flowering,93,43,26.0,0
wheat,black soil,flowering,94,44,23.0,0
wheat,black soil,flowering,95,45,20.0,0
wheat,black soil,flowering,96,46,17.0,0
wheat,black soil,flowering,97,25,81.0,0
wheat,black soil,flowering,98,26,79.0,0
wheat,black soil,flowering,99,27,76.0,0
wheat,black soil,flowering,100,28,73.0,0
wheat,black soil,pollination,1,29,70.0,1
wheat,black soil,pollination,2,30,67.0,1
wheat,black soil,pollination,3,31,64.0,1
wheat,black soil,pollination,4,32,61.0,1
wheat,black soil,pollination,5,33,58.0,1
wheat,black soil,pollination,6,34,55.0,1
wheat,black soil,pollination,7,35,52.0,1
wheat,black soil,pollination,8,36,49.0,1
wheat,black soil,pollination,9,37,46.0,1
wheat,black soil,pollination,10,38,43.0,1
wheat,black soil,pollination,11,39,40.0,1
wheat,black soil,pollination,12,40,37.0,1
wheat,black soil,pollination,13,41,34.0,1
wheat,black soil,pollination,14,42,31.0,1
wheat,black soil,pollination,15,43,28.0,1
wheat,black soil,pollination,16,44,25.0,1
wheat,black soil,pollination,17,45,22.0,1
wheat,black soil,pollination,18,46,19.0,1
wheat,black soil,pollination,19,25,80.0,1
wheat,black soil,pollination,20,26,77.0,1
wheat,black soil,pollination,21,27,74.0,1
wheat,black soil,pollination,22,28,71.0,1
wheat,black soil,pollination,23,29,68.0,1
wheat,black soil,pollination,24,30,65.0,1
wheat,black soil,pollination,25,31,62.0,1
wheat,black soil,pollination,26,32,59.0,1
wheat,black soil,pollination,27,33,56.0,1
wheat,black soil,pollination,28,34,53.0,1
wheat,black soil,pollination,29,35,50.0,1
wheat,black soil,pollination,30,36,47.0,1
wheat,black soil,pollination,31,37,44.0,1
wheat,black soil,pollination,32,38,41.0,1
wheat,black soil,pollination,33,39,38.0,1
wheat,black soil,pollination,34,40,35.0,1
wheat,black soil,pollination,35,41,32.0,1
wheat,black soil,pollination,36,42,29.0,1
wheat,black soil,pollination,37,43,26.0,1
wheat,black soil,pollination,38,44,23.0,1
wheat,black soil,pollination,39,45,20.0,1
wheat,black soil,pollination,40,46,17.0,1
wheat,black soil,pollination,41,25,80.0,1
wheat,black soil,pollination,42,26,77.0,1
wheat,black soil,pollination,43,27,74.0,1
wheat,black soil,pollination,44,28,71.0,1
wheat,black soil,pollination,45,29,68.0,1
wheat,black soil,pollination,46,30,65.0,1
wheat,black soil,pollination,47,31,62.0,1
wheat,black soil,pollination,48,32,59.0,1
wheat,black soil,pollination,49,33,56.0,1
wheat,black soil,pollination,50,34,53.0,1
wheat,black soil,pollination,51,35,50.0,1
wheat,black soil,pollination,52,36,47.0,1
wheat,black soil,pollination,53,37,44.0,1
wheat,black soil,pollination,54,38,41.0,1
wheat,black soil,pollination,55,39,38.0,1
wheat,black soil,pollination,56,40,35.0,1
wheat,black soil,pollination,57,41,32.0,1
wheat,black soil,pollination,58,42,29.0,1
wheat,black soil,pollination,59,43,26.0,1
wheat,black soil,pollination,60,44,23.0,1
wheat,black soil,pollination,61,45,20.0,1
wheat,black soil,pollination,62,46,17.0,1
wheat,black soil,pollination,63,25,80.0,1
wheat,black soil,pollination,64,26,77.0,1
wheat,black soil,pollination,65,27,74.0,1
wheat,black soil,pollination,66,28,71.0,1
wheat,black soil,pollination,67,29,68.0,1
wheat,black soil,pollination,68,30,65.0,1
wheat,black soil,pollination,69,31,62.0,1
wheat,black soil,pollination,70,32,59.0,2
wheat,black soil,pollination,71,33,56.0,2
wheat,black soil,pollination,72,34,53.0,2
wheat,black soil,pollination,73,35,50.0,2
wheat,black soil,pollination,74,36,47.0,2
wheat,black soil,pollination,75,37,44.0,2
wheat,black soil,pollination,76,38,41.0,2
wheat,black soil,pollination,77,39,38.0,2
wheat,black soil,pollination,78,40,35.0,2
wheat,black soil,pollination,79,41,32.0,2
wheat,black soil,pollination,80,42,29.0,2
wheat,black soil,pollination,81,43,26.0,0
wheat,black soil,pollination,82,44,23.0,0
wheat,black soil,pollination,83,45,20.0,0
wheat,black soil,pollination,84,46,17.0,0
wheat,black soil,pollination,85,25,80.0,0
wheat,black soil,pollination,86,26,77.0,0
wheat,black soil,pollination,87,27,74.0,0
wheat,black soil,pollination,88,28,71.0,0
wheat,black soil,pollination,89,29,68.0,0
wheat,black soil,pollination,90,30,65.0,0
wheat,black soil,pollination,91,31,62.0,0
wheat,black soil,pollination,92,32,59.0,0
wheat,black soil,pollination,93,33,56.0,0
wheat,black soil,pollination,94,34,53.0,0
wheat,black soil,pollination,95,35,50.0,0
wheat,black soil,pollination,96,36,47.0,0
wheat,black soil,pollination,97,37,44.0,0
wheat,black soil,pollination,98,38,41.0,0
wheat,black soil,pollination,99,39,38.0,0
wheat,black soil,pollination,100,40,35.0,0
wheat,black soil,fruit/grain/bulb formation,1,41,32.0,1
wheat,black soil,fruit/grain/bulb formation,2,42,29.0,1
wheat,black soil,fruit/grain/bulb formation,3,43,26.0,1
wheat,black soil,fruit/grain/bulb formation,4,44,23.0,1
wheat,black soil,fruit/grain/bulb formation,5,45,20.0,1
wheat,black soil,fruit/grain/bulb formation,6,46,17.0,1
wheat,black soil,fruit/grain/bulb formation,7,25,80.0,1
wheat,black soil,fruit/grain/bulb formation,8,26,77.0,1
wheat,black soil,fruit/grain/bulb formation,9,27,74.0,1
wheat,black soil,fruit/grain/bulb formation,10,28,71.0,1
wheat,black soil,fruit/grain/bulb formation,11,29,68.0,1
wheat,black soil,fruit/grain/bulb formation,12,30,65.0,1
wheat,black soil,fruit/grain/bulb formation,13,31,62.0,1
wheat,black soil,fruit/grain/bulb formation,14,32,59.0,1
wheat,black soil,fruit/grain/bulb formation,15,33,56.0,1
wheat,black soil,fruit/grain/bulb formation,16,34,53.0,1
wheat,black soil,fruit/grain/bulb formation,17,35,50.0,1
wheat,black soil,fruit/grain/bulb formation,18,36,47.0,1
wheat,black soil,fruit/grain/bulb formation,19,37,44.0,1
wheat,black soil,fruit/grain/bulb formation,20,38,41.0,1
wheat,black soil,fruit/grain/bulb formation,21,39,38.0,1
wheat,black soil,fruit/grain/bulb formation,22,40,35.0,1
wheat,black soil,fruit/grain/bulb formation,23,41,32.0,1
wheat,black soil,fruit/grain/bulb formation,24,42,29.0,1
wheat,black soil,fruit/grain/bulb formation,25,43,26.0,1
wheat,black soil,fruit/grain/bulb formation,26,44,23.0,1
wheat,black soil,fruit/grain/bulb formation,27,45,20.0,1
wheat,black soil,fruit/grain/bulb formation,28,46,17.0,1
wheat,black soil,fruit/grain/bulb formation,29,25,80.0,1
wheat,black soil,fruit/grain/bulb formation,30,26,77.0,1
wheat,black soil,fruit/grain/bulb formation,31,27,74.0,1
wheat,black soil,fruit/grain/bulb formation,32,28,71.0,1
wheat,black soil,fruit/grain/bulb formation,33,29,68.0,1
wheat,black soil,fruit/grain/bulb formation,34,30,65.0,1
wheat,black soil,fruit/grain/bulb formation,35,31,62.0,1
wheat,black soil,fruit/grain/bulb formation,36,32,59.0,1
wheat,black soil,fruit/grain/bulb formation,37,33,56.0,1
wheat,black soil,fruit/grain/bulb formation,38,34,53.0,1
wheat,black soil,fruit/grain/bulb formation,39,35,50.0,1
wheat,black soil,fruit/grain/bulb formation,40,36,47.0,1
wheat,black soil,fruit/grain/bulb formation,41,37,44.0,1
wheat,black soil,fruit/grain/bulb formation,42,38,41.0,1
wheat,black soil,fruit/grain/bulb formation,43,39,38.0,1
wheat,black soil,fruit/grain/bulb formation,44,40,35.0,1
wheat,black soil,fruit/grain/bulb formation,45,41,32.0,1
wheat,black soil,fruit/grain/bulb formation,46,42,29.0,1
wheat,black soil,fruit/grain/bulb formation,47,43,26.0,1
wheat,black soil,fruit/grain/bulb formation,48,44,23.0,1
wheat,black soil,fruit/grain/bulb formation,49,45,20.0,1
wheat,black soil,fruit/grain/bulb formation,50,46,17.0,1
wheat,black soil,fruit/grain/bulb formation,51,25,80.0,1
wheat,black soil,fruit/grain/bulb formation,52,26,77.0,1
wheat,black soil,fruit/grain/bulb formation,53,27,74.0,1
wheat,black soil,fruit/grain/bulb formation,54,28,71.0,1
wheat,black soil,fruit/grain/bulb formation,55,29,68.0,1
wheat,black soil,fruit/grain/bulb formation,56,30,65.0,1
wheat,black soil,fruit/grain/bulb formation,57,31,62.0,1
wheat,black soil,fruit/grain/bulb formation,58,32,59.0,1
wheat,black soil,fruit/grain/bulb formation,59,33,56.0,1
